home_team,away_team,home_goals,away_goals,date,attendance,venue,referee,result,home_form_goals_scored,home_form_goals_conceded,home_form_wins,home_form_draws,home_form_losses,home_form_matches,home_form_win_rate,away_form_goals_scored,away_form_goals_conceded,away_form_wins,away_form_draws,away_form_losses,away_form_matches,away_form_win_rate,season
Gladbach,S'gart Kickers,1,1,1988-09-13,,,Hans-Joachim Osmers,draw,1.4,1.6,3,1,3,7,0.42857142857142855,0.8,3.2,2,0,5,7,0.2857142857142857,
Karlsruher,Bochum,1,3,1988-09-13,,,Eugen Strigel,loss,2.0,2.0,4,1,2,7,0.5714285714285714,1.0,1.4,2,3,2,7,0.2857142857142857,
Stuttgart,Nürnberg,4,0,1988-09-13,,,Hellmut Krug,win,1.8,0.6,4,1,1,6,0.6666666666666666,1.4,1.6,3,0,4,7,0.42857142857142855,
Hamburger SV,Uerdingen,3,0,1988-09-13,,,Hans Scheuerer,win,1.2,1.4,2,2,3,7,0.2857142857142857,1.8,0.8,3,4,0,7,0.42857142857142855,
Dortmund,Hannover 96,4,0,1988-09-13,,,Edgar Steinborn,win,0.8,0.6,1,3,2,6,0.16666666666666666,1.2,1.8,0,3,4,7,0.0,
Kaiserslautern,Köln,1,1,1988-09-13,,,Manfred Neuner,draw,1.8,1.4,1,4,2,7,0.14285714285714285,1.6,1.2,3,1,3,7,0.42857142857142855,
Werder Bremen,Bayern Munich,2,2,1988-09-13,,,Wolf-Günter Wiesel,draw,1.4,1.6,2,3,1,6,0.3333333333333333,2.4,0.8,4,2,0,6,0.6666666666666666,
Leverkusen,St Pauli,2,2,1988-09-13,,,Rainer Boos,draw,1.8,1.4,3,3,1,7,0.42857142857142855,1.4,1.2,2,3,2,7,0.2857142857142857,
Nürnberg,Hamburger SV,1,4,1988-10-03,,,Bodo Kriegelstein,loss,1.0,1.8,3,0,5,8,0.375,1.2,1.0,3,2,3,8,0.375,
Dortmund,S'gart Kickers,1,1,1988-10-07,,,Markus Merk,draw,1.6,0.6,2,3,2,7,0.2857142857142857,0.8,2.8,2,1,5,8,0.25,
Stuttgart,Eint Frankfurt,2,0,1988-10-08,,,Hans-Jürgen Weber,win,2.2,0.4,5,1,1,7,0.7142857142857143,0.6,1.0,2,1,5,8,0.25,
Hannover 96,Bayern Munich,0,0,1988-10-08,,,Gerhard Theobald,draw,0.8,2.0,0,3,5,8,0.0,2.4,0.8,4,3,0,7,0.5714285714285714,
Leverkusen,Uerdingen,2,2,1988-10-08,,,Manfred Neuner,draw,2.0,1.2,3,4,1,8,0.375,1.2,1.0,3,4,1,8,0.375,
Werder Bremen,St Pauli,0,0,1988-10-08,,,Leonhard Kentsch,draw,1.8,2.0,2,4,1,7,0.2857142857142857,1.4,1.6,2,4,2,8,0.25,
Hamburger SV,Bochum,3,1,1988-10-08,,,Hans Fux,win,2.0,1.0,4,2,3,9,0.4444444444444444,1.6,1.4,3,3,2,8,0.375,
Kaiserslautern,Nürnberg,2,1,1988-10-08,,,Hans-Joachim Osmers,win,1.8,1.4,1,5,2,8,0.125,1.0,2.6,3,0,6,9,0.3333333333333333,
Karlsruher,Mannheim,2,1,1988-10-08,,,Karl-Josef Assenmacher,win,1.6,2.4,4,1,3,8,0.5,0.6,1.4,1,5,2,8,0.125,
Gladbach,Köln,1,0,1988-10-08,,,Hans Scheuerer,win,1.4,1.0,3,2,3,8,0.375,1.6,1.4,3,2,3,8,0.375,
Bayern Munich,Dortmund,1,1,1988-10-12,,,Wolf-Rüdiger Umbach,draw,2.2,0.8,4,4,0,8,0.5,1.6,0.6,2,4,2,8,0.25,
St Pauli,Gladbach,1,1,1988-10-15,,,Manfred Amerell,draw,1.2,1.0,2,5,2,9,0.2222222222222222,0.8,0.8,4,2,3,9,0.4444444444444444,
S'gart Kickers,Hannover 96,0,1,1988-10-21,,,Dieter Pauly,loss,1.0,2.2,2,2,5,9,0.2222222222222222,0.8,2.0,0,4,5,9,0.0,
Nürnberg,Leverkusen,1,1,1988-10-22,,,Wolfgang Mierswa,draw,0.6,2.8,3,0,7,10,0.3,2.0,1.6,3,5,1,9,0.3333333333333333,
Eint Frankfurt,Hamburger SV,0,1,1988-10-22,,,Hans-Peter Dellwing,loss,0.4,1.4,2,1,6,9,0.2222222222222222,2.6,0.8,5,2,3,10,0.5,
Bochum,Kaiserslautern,2,0,1988-10-22,,,Kurt Witke,win,1.6,1.8,3,3,3,9,0.3333333333333333,2.2,1.6,2,5,2,9,0.2222222222222222,
St Pauli,Dortmund,1,0,1988-10-22,,,Eugen Strigel,win,1.0,1.0,2,6,2,10,0.2,1.8,0.4,2,5,2,9,0.2222222222222222,
Mannheim,Bayern Munich,0,3,1988-10-22,,,Klaus Broska,loss,0.8,1.6,1,5,3,9,0.1111111111111111,1.4,0.8,4,5,0,9,0.4444444444444444,
Karlsruher,Stuttgart,2,0,1988-10-22,,,Karl-Heinz Tritschler,win,1.4,2.4,5,1,3,9,0.5555555555555556,1.8,0.4,6,1,1,8,0.75,
Uerdingen,Gladbach,0,0,1988-10-22,,,Aron Schmidhuber,draw,1.4,1.2,3,5,1,9,0.3333333333333333,1.0,1.0,4,3,3,10,0.4,
Köln,Werder Bremen,2,0,1988-10-22,,,Heinz Werner,win,1.6,1.4,3,2,4,9,0.3333333333333333,1.2,1.8,2,5,1,8,0.25,
Leverkusen,Bochum,1,1,1988-10-27,,,Anton Matheis,draw,1.8,1.4,3,6,1,10,0.3,1.8,1.2,4,3,3,10,0.4,
Hannover 96,St Pauli,2,2,1988-10-29,,,Joachim Kautschor,draw,0.6,1.6,1,4,5,10,0.1,1.0,0.8,3,6,2,11,0.2727272727272727,
Dortmund,Köln,0,4,1988-10-29,,,Aron Schmidhuber,loss,1.8,0.6,2,5,3,10,0.2,0.8,1.2,4,2,4,10,0.4,
Gladbach,Nürnberg,1,1,1988-10-29,,,Werner Föckler,draw,0.6,1.0,4,4,3,11,0.36363636363636365,0.8,2.8,3,1,7,11,0.2727272727272727,
Bayern Munich,S'gart Kickers,3,0,1988-10-29,,,Manfred Harder,win,1.8,0.6,5,5,0,10,0.5,0.6,2.4,2,2,6,10,0.2,
Kaiserslautern,Eint Frankfurt,3,0,1988-10-29,,,Bodo Kriegelstein,win,2.0,1.0,2,5,3,10,0.2,0.2,0.8,2,1,7,10,0.2,
Stuttgart,Mannheim,2,0,1988-10-29,,,Wolf-Günter Wiesel,win,1.6,0.4,6,1,2,9,0.6666666666666666,0.6,2.0,1,5,4,10,0.1,
Hamburger SV,Karlsruher,1,1,1988-10-29,,,Peter Richmann,draw,2.6,0.6,6,2,3,11,0.5454545454545454,1.6,1.2,6,1,3,10,0.6,
Werder Bremen,Uerdingen,3,1,1988-10-29,,,Rainer Boos,win,1.0,1.4,2,5,2,9,0.2222222222222222,0.6,1.0,3,6,1,10,0.3,
Bochum,Stuttgart,1,0,1988-11-01,,,Werner Föckler,win,1.6,1.0,4,4,3,11,0.36363636363636365,1.6,0.4,7,1,2,10,0.7,
Bochum,Gladbach,1,2,1988-11-04,,,Rainer Boos,loss,1.6,1.0,5,4,3,12,0.4166666666666667,0.8,0.6,4,5,3,12,0.3333333333333333,
Köln,Hannover 96,1,0,1988-11-05,,,Hans Fux,win,1.6,0.8,5,2,4,11,0.45454545454545453,1.0,1.6,1,5,5,11,0.09090909090909091,
Stuttgart,Hamburger SV,4,2,1988-11-05,,,Heinz Werner,win,1.6,0.6,7,1,3,11,0.6363636363636364,2.4,0.6,6,3,3,12,0.5,
St Pauli,Bayern Munich,0,0,1988-11-05,,,Hellmut Krug,draw,1.2,1.0,3,7,2,12,0.25,1.8,0.6,6,5,0,11,0.5454545454545454,
Karlsruher,Kaiserslautern,4,1,1988-11-05,,,Dieter Pauly,win,1.8,1.2,6,2,3,11,0.5454545454545454,1.4,1.0,3,5,3,11,0.2727272727272727,
Mannheim,S'gart Kickers,2,2,1988-11-05,,,Peter Richmann,draw,0.2,2.0,1,5,5,11,0.09090909090909091,0.6,1.8,2,2,7,11,0.18181818181818182,
Uerdingen,Dortmund,0,0,1988-11-05,,,Wilfried Heitmann,draw,0.6,1.6,3,6,2,11,0.2727272727272727,1.2,1.4,2,5,4,11,0.18181818181818182,
Eint Frankfurt,Leverkusen,1,1,1988-11-05,,,Markus Merk,draw,0.0,1.4,2,1,8,11,0.18181818181818182,1.8,1.4,3,7,1,11,0.2727272727272727,
Nürnberg,Werder Bremen,0,1,1988-11-05,,,Anton Matheis,loss,0.8,2.4,3,2,7,12,0.25,1.4,1.4,3,5,2,10,0.3,
Kaiserslautern,Stuttgart,6,1,1988-11-12,,,Wolfgang Mierswa,win,1.4,1.6,3,5,4,12,0.25,1.6,1.0,8,1,3,12,0.6666666666666666,
Hamburger SV,Mannheim,5,1,1988-11-12,,,Hans-Jürgen Weber,win,2.2,1.4,6,3,4,13,0.46153846153846156,0.6,1.8,1,6,5,12,0.08333333333333333,
Werder Bremen,Bochum,2,0,1988-11-12,,,Manfred Neuner,win,1.2,1.0,4,5,2,11,0.36363636363636365,1.2,1.2,5,4,4,13,0.38461538461538464,
Hannover 96,Uerdingen,0,5,1988-11-12,,,Kurt Witke,loss,0.6,1.4,1,5,6,12,0.08333333333333333,0.6,1.6,3,7,2,12,0.25,
Gladbach,Eint Frankfurt,2,1,1988-11-12,,,Gerhard Theobald,win,1.0,0.6,5,5,3,13,0.38461538461538464,0.2,1.4,2,2,8,12,0.16666666666666666,
Bayern Munich,Köln,2,0,1988-11-12,,,Karl-Heinz Tritschler,win,1.4,0.2,6,6,0,12,0.5,1.6,0.4,6,2,4,12,0.5,
S'gart Kickers,St Pauli,2,2,1988-11-12,,,Lothar Löwer,draw,0.8,1.6,2,3,7,12,0.16666666666666666,0.8,0.6,3,8,2,13,0.23076923076923078,
Leverkusen,Karlsruher,1,0,1988-11-12,,,Wolf-Günter Wiesel,win,1.4,1.4,3,8,1,12,0.25,2.0,1.2,7,2,3,12,0.5833333333333334,
Dortmund,Nürnberg,4,0,1988-11-12,,,Hans-Peter Dellwing,win,0.4,1.4,2,6,4,12,0.16666666666666666,0.8,1.8,3,2,8,13,0.23076923076923078,
Bayern Munich,Stuttgart,3,3,1988-11-15,,,Hans-Joachim Osmers,draw,1.8,0.2,7,6,0,13,0.5384615384615384,1.4,2.2,8,1,4,13,0.6153846153846154,
Uerdingen,Kaiserslautern,3,1,1988-11-16,,,Eugen Strigel,win,1.6,1.0,4,7,2,13,0.3076923076923077,2.4,1.6,4,5,4,13,0.3076923076923077,
S'gart Kickers,Werder Bremen,0,6,1988-11-16,,,Karl-Josef Assenmacher,loss,1.0,1.8,2,4,7,13,0.15384615384615385,1.2,0.6,5,5,2,12,0.4166666666666667,
Köln,Leverkusen,3,0,1988-11-16,,,Dieter Pauly,win,1.4,0.6,6,2,5,13,0.46153846153846156,1.2,1.0,4,8,1,13,0.3076923076923077,
Eint Frankfurt,Karlsruher,1,0,1988-11-16,,,Siegfried Brehm,win,0.4,1.8,2,2,9,13,0.15384615384615385,1.8,0.8,7,2,4,13,0.5384615384615384,
Mannheim,Hannover 96,1,1,1988-11-16,,,Leonhard Kentsch,draw,0.8,2.8,1,6,6,13,0.07692307692307693,0.6,1.6,1,5,7,13,0.07692307692307693,
Eint Frankfurt,Werder Bremen,0,0,1988-11-19,,,Klaus Broska,draw,0.6,1.4,3,2,9,14,0.21428571428571427,2.4,0.6,6,5,2,13,0.46153846153846156,
Kaiserslautern,Hamburger SV,0,0,1988-11-19,,,Serge Muhmenthaler,draw,2.2,2.0,4,5,5,14,0.2857142857142857,2.4,1.4,7,3,4,14,0.5,
Köln,S'gart Kickers,5,1,1988-11-19,,,Wilfred Diekert,win,2.0,0.4,7,2,5,14,0.5,0.8,2.8,2,4,8,14,0.14285714285714285,
Bochum,Dortmund,2,2,1988-11-19,,,Hans Scheuerer,draw,1.0,1.0,5,4,5,14,0.35714285714285715,1.0,1.2,3,6,4,13,0.23076923076923078,
Uerdingen,Bayern Munich,1,3,1988-11-19,,,Heinz Werner,loss,1.8,0.8,5,7,2,14,0.35714285714285715,2.2,0.6,7,7,0,14,0.5,
St Pauli,Mannheim,2,1,1988-11-19,,,Wolf-Rüdiger Umbach,win,1.2,1.0,3,9,2,14,0.21428571428571427,0.8,2.6,1,7,6,14,0.07142857142857142,
Nürnberg,Hannover 96,1,0,1988-11-19,,,Hellmut Krug,win,0.6,1.8,3,2,9,14,0.21428571428571427,0.8,1.8,1,6,7,14,0.07142857142857142,
Stuttgart,Leverkusen,0,0,1988-11-19,,,Wilfried Heitmann,draw,2.0,2.4,8,2,4,14,0.5714285714285714,0.8,1.2,4,8,2,14,0.2857142857142857,
Werder Bremen,Karlsruher,3,1,1988-11-25,,,Lothar Löwer,win,2.4,0.2,6,6,2,14,0.42857142857142855,1.4,0.8,7,2,5,14,0.5,
Hannover 96,Bochum,3,2,1988-11-26,,,Karl-Heinz Tritschler,win,0.6,2.0,1,6,8,15,0.06666666666666667,1.0,1.4,5,5,5,15,0.3333333333333333,
Bayern Munich,Nürnberg,1,0,1988-11-26,,,Joachim Kautschor,win,2.2,0.8,8,7,0,15,0.5333333333333333,0.6,1.4,4,2,9,15,0.26666666666666666,
S'gart Kickers,Uerdingen,3,1,1988-11-26,,,Gerd Zimmermann,win,1.0,3.6,2,4,9,15,0.13333333333333333,2.0,1.4,5,7,3,15,0.3333333333333333,
Leverkusen,Hamburger SV,1,2,1988-11-26,,,Manfred Amerell,loss,0.6,1.0,4,9,2,15,0.26666666666666666,1.8,1.2,7,4,4,15,0.4666666666666667,
Gladbach,Stuttgart,2,2,1988-11-26,,,Manfred Harder,draw,1.2,0.8,6,5,3,14,0.42857142857142855,1.6,2.4,8,3,4,15,0.5333333333333333,
Dortmund,Eint Frankfurt,6,0,1988-11-26,,,Ralf Blattmann,win,1.2,1.4,3,7,4,14,0.21428571428571427,0.6,1.2,3,3,9,15,0.2,
St Pauli,Köln,0,1,1988-11-26,,,Siegfried Brehm,loss,1.4,1.0,4,9,2,15,0.26666666666666666,2.6,0.6,8,2,5,15,0.5333333333333333,
Mannheim,Kaiserslautern,0,4,1988-11-27,,,Bodo Kriegelstein,loss,1.0,2.4,1,7,7,15,0.06666666666666667,2.2,1.6,4,6,5,15,0.26666666666666666,
Werder Bremen,Dortmund,2,0,1988-11-29,,,Hans Fux,win,2.4,0.2,7,6,2,15,0.4666666666666667,2.4,1.2,4,7,4,15,0.26666666666666666,
Köln,Mannheim,1,0,1988-12-02,,,Hans-Joachim Osmers,win,2.0,0.6,9,2,5,16,0.5625,1.0,2.8,1,7,8,16,0.0625,
Kaiserslautern,Leverkusen,0,0,1988-12-02,,,Aron Schmidhuber,draw,2.4,1.6,5,6,5,16,0.3125,0.6,1.2,4,9,3,16,0.25,
Stuttgart,Werder Bremen,3,3,1988-12-03,,,Gerhard Theobald,draw,2.0,2.6,8,4,4,16,0.5,2.6,0.2,8,6,2,16,0.5,
Eint Frankfurt,Hannover 96,1,0,1988-12-03,,,Lothar Löwer,win,0.6,1.8,3,3,10,16,0.1875,0.8,2.0,2,6,8,16,0.125,
Nürnberg,S'gart Kickers,3,3,1988-12-03,,,Hans Fux,draw,0.4,1.4,4,2,10,16,0.25,1.6,3.2,3,4,9,16,0.1875,
Uerdingen,St Pauli,0,0,1988-12-03,,,Dieter Birlenbach,draw,2.0,1.4,5,7,4,16,0.3125,1.2,1.2,4,9,3,16,0.25,
Bochum,Bayern Munich,0,0,1988-12-03,,,Wolfgang Mierswa,draw,1.2,1.8,5,5,6,16,0.3125,1.8,0.8,9,7,0,16,0.5625,
Karlsruher,Dortmund,0,0,1988-12-03,,,Werner Föckler,draw,1.2,1.4,7,2,6,15,0.4666666666666667,2.4,0.8,4,7,5,16,0.25,
Karlsruher,Hannover 96,2,0,1989-02-18,,,Klaus Broska,win,1.0,1.2,7,3,6,16,0.4375,0.8,2.0,2,6,9,17,0.11764705882352941,
Hamburger SV,Werder Bremen,2,0,1989-02-18,,,Hans-Peter Dellwing,win,2.0,1.4,8,4,4,16,0.5,2.8,0.8,8,7,2,17,0.47058823529411764,
Eint Frankfurt,Bayern Munich,2,2,1989-02-18,,,Manfred Neuner,draw,0.6,1.6,4,3,10,17,0.23529411764705882,1.8,0.8,9,8,0,17,0.5294117647058824,
